revenue,profit,expenses,assets,growth_rate,new_customers,market_share,expansion_idx,cust_satisfaction,retention_rate,nps_score,support_rating,efficiency,uptime_pct,throughput,error_rate,overall_score,valuation,risk_index,random_metric
492.46,95.78,396.3,992.09,10.06,207.97,18.81,58.52,70.0,72.76,44.38,-2.04,55.25,92.23,298.73,6.94,65.4,803.72,60.43,30.72
500.52,101.84,403.3,1003.28,5.87,199.79,14.6,50.7,80.23,84.0,51.66,5.81,59.91,94.75,296.37,3.27,75.73,801.91,53.0,29.22
497.47,96.56,398.54,994.96,0.58,195.25,11.38,48.34,70.63,73.91,43.71,-1.13,63.89,97.61,304.93,2.92,63.08,794.15,47.8,20.55
508.76,105.43,408.07,1004.88,11.34,208.24,19.88,56.35,74.96,79.01,49.16,3.2,60.9,95.06,298.98,5.06,74.84,811.33,50.82,31.1
500.02,100.44,397.76,996.98,-2.82,190.34,8.64,43.25,79.81,85.88,54.38,10.12,58.51,93.46,296.04,7.17,70.28,792.93,48.51,20.81
503.09,102.69,401.41,1002.69,6.71,203.64,16.31,50.34,76.3,80.32,50.18,4.13,63.14,97.59,305.5,3.37,71.74,804.65,45.08,17.53
508.61,106.24,408.28,1006.17,6.18,199.78,16.96,50.49,74.97,80.47,50.03,3.51,60.77,93.25,298.55,4.45,72.53,808.1,48.5,25.07
505.24,102.9,405.4,1005.22,-0.82,194.06,10.3,45.28,68.89,74.25,45.76,-0.47,58.41,95.08,299.02,6.11,63.51,802.39,49.24,29.77
496.87,97.51,400.16,998.89,12.02,208.24,20.22,57.66,78.03,85.21,54.27,8.22,65.03,98.35,306.49,0.79,78.23,803.0,56.83,31.89
502.22,102.19,402.21,1002.77,7.99,205.11,16.3,53.72,73.08,77.21,48.04,1.61,48.96,86.98,285.57,12.06,63.97,805.52,58.31,30.88
495.18,96.07,394.55,992.94,5.21,196.69,13.86,48.25,67.66,69.7,42.95,-3.66,63.58,97.61,305.43,2.41,65.19,796.82,50.0,25.49
493.83,93.6,396.06,994.47,-1.65,195.58,11.03,45.94,73.72,77.75,48.27,1.72,57.46,92.56,295.67,8.85,61.52,791.3,47.35,19.72
489.23,90.89,390.07,986.18,4.31,199.35,16.56,49.81,74.23,81.38,49.69,3.96,64.37,97.72,303.92,2.13,64.97,787.98,44.19,16.7
496.47,96.17,396.58,997.32,1.12,195.29,11.67,46.22,74.47,83.22,51.14,4.52,59.71,94.46,300.5,4.44,67.64,796.07,50.98,33.69
514.16,113.61,411.89,1015.2,5.79,200.04,14.16,49.91,76.44,83.76,51.47,4.41,56.34,93.17,294.11,7.59,73.48,806.23,46.86,30.25
498.87,99.5,400.77,1002.25,15.81,214.35,23.67,59.62,71.93,76.33,47.23,0.36,58.5,95.44,299.05,6.75,69.99,809.45,58.33,17.21
492.58,95.33,393.84,994.06,6.58,204.72,16.0,52.43,75.76,78.8,50.82,5.6,60.9,94.16,301.93,4.27,68.3,794.0,48.75,25.76
505.39,102.2,403.44,1008.47,1.31,193.08,12.29,44.06,74.19,79.07,49.88,2.08,61.66,98.27,304.65,2.76,70.06,801.53,48.62,33.5
496.25,94.02,394.7,990.73,8.24,204.92,18.1,52.75,73.85,79.31,48.8,4.32,65.91,98.28,303.76,2.49,70.34,801.01,50.92,21.32
513.6,107.65,411.99,1014.49,14.3,210.89,20.7,56.41,73.45,77.38,46.62,1.02,58.46,94.05,301.06,6.19,73.14,814.18,49.24,21.68
499.4,99.4,400.66,1000.67,-5.1,189.89,6.54,40.29,69.57,73.12,44.88,-2.19,66.13,99.0,306.6,1.83,63.99,795.9,45.93,22.48
506.61,106.49,406.33,1003.96,1.89,194.46,10.43,46.68,71.39,76.64,47.24,0.56,59.65,94.59,301.73,4.91,64.18,799.27,53.75,32.2
499.54,99.67,398.59,995.22,7.02,202.47,15.5,49.79,78.3,85.78,52.98,6.86,61.04,95.68,302.72,3.49,73.92,803.67,51.63,27.96
504.14,103.43,403.03,1003.38,2.75,200.24,13.66,48.65,78.55,85.43,55.16,9.04,59.47,95.08,297.28,5.49,76.51,798.12,44.75,27.24
505.0,103.95,406.25,1006.86,9.96,204.55,18.52,51.77,74.2,77.24,48.64,2.93,62.89,97.8,303.79,2.9,73.52,811.12,53.57,27.23
473.23,79.43,375.57,973.8,-2.46,192.46,8.7,42.63,77.36,80.28,51.84,4.79,56.03,92.17,298.34,7.43,54.93,777.13,61.27,41.27
502.69,100.79,404.49,1000.06,4.24,200.49,14.75,49.84,75.05,80.6,50.92,4.57,58.93,93.84,299.9,4.57,72.93,803.21,46.88,22.89
501.08,100.07,400.7,1000.28,9.34,206.05,19.84,56.42,69.76,73.38,45.43,-0.77,62.4,96.54,301.14,4.21,70.0,803.73,52.17,21.13
501.14,100.95,398.31,999.96,1.08,196.26,10.76,46.42,75.59,79.22,51.21,4.24,54.55,91.75,294.2,9.03,66.17,796.5,49.59,23.32
498.94,97.57,397.74,997.02,-2.82,189.94,7.76,41.21,76.26,82.25,50.42,6.76,49.41,86.73,286.86,13.17,63.44,792.52,47.88,25.52
487.29,92.04,389.54,988.42,6.72,202.69,16.07,49.88,73.87,79.02,49.42,3.65,61.46,97.53,305.62,2.19,64.41,792.54,51.45,28.81
499.19,97.87,397.38,996.63,11.94,206.49,19.68,55.57,75.52,80.02,48.41,1.82,57.62,95.27,300.74,4.82,68.98,806.63,61.49,27.02
505.87,105.93,405.23,1006.56,13.52,213.33,22.44,60.79,76.29,83.87,50.36,5.57,59.6,93.9,296.67,6.06,76.35,812.14,60.02,26.03
508.38,105.1,406.6,1008.82,3.3,196.81,14.49,46.34,77.76,82.19,51.9,4.77,58.46,94.32,302.29,5.14,74.33,804.65,49.67,30.99
500.84,101.74,401.08,1001.49,4.51,198.36,14.61,50.86,80.49,87.91,54.88,10.16,59.85,96.55,300.89,3.51,74.23,796.65,42.4,18.98
503.29,101.86,401.27,1004.59,4.23,199.17,14.05,46.67,76.62,80.89,52.29,5.27,61.06,95.39,304.72,3.89,72.25,799.68,48.52,22.64
486.52,89.72,389.01,984.01,-4.34,187.89,8.14,43.24,80.27,85.44,53.7,8.35,60.76,95.37,300.06,4.94,65.27,789.23,54.03,28.31
503.82,104.28,401.85,1002.1,3.52,198.61,12.89,46.8,69.57,72.56,43.75,-1.62,61.56,97.54,302.84,3.62,68.02,802.24,48.79,25.71
514.71,110.66,410.37,1020.44,2.52,197.93,16.78,49.6,74.19,80.6,50.52,4.56,53.03,90.3,290.59,9.17,71.45,811.81,47.11,28.34
501.83,101.33,402.32,999.88,5.39,197.02,13.83,46.68,71.91,78.11,46.84,1.18,64.22,98.88,308.12,-0.19,68.32,802.64,52.55,29.51
492.24,95.28,392.32,990.29,5.78,200.79,14.96,51.66,73.85,79.96,47.69,4.09,66.7,99.67,306.8,0.67,69.06,798.2,52.05,28.43
504.26,103.32,404.23,1005.78,0.11,196.07,10.37,46.31,77.99,83.81,53.81,8.71,58.98,93.52,299.62,5.52,73.45,800.92,52.6,36.82
508.66,103.33,408.11,1011.34,2.0,196.11,13.5,47.65,76.13,83.6,50.67,7.38,60.59,95.87,299.94,4.12,73.3,807.55,44.85,22.18
506.65,102.83,404.73,1007.57,5.43,201.26,14.99,51.9,75.16,80.66,50.38,2.79,57.31,93.41,296.95,7.22,68.86,799.42,47.31,24.32
500.81,100.55,401.31,998.29,4.2,203.11,15.32,49.38,77.89,84.46,53.11,7.73,54.92,91.14,292.73,9.84,68.62,800.33,53.25,23.44
512.79,110.5,409.8,1015.86,-1.4,196.65,12.85,46.64,72.4,76.49,47.35,1.0,57.0,91.66,294.09,7.78,68.97,802.4,51.41,29.07
488.57,93.51,392.64,989.4,4.67,199.31,14.4,49.15,71.91,77.43,49.0,2.01,58.23,93.88,296.75,7.03,64.83,796.49,52.05,27.92
496.78,99.47,396.23,996.46,4.01,197.55,13.38,46.6,73.6,78.3,49.92,4.57,61.37,95.02,302.15,4.13,68.89,801.3,46.69,19.08
504.83,101.89,404.25,1005.06,2.2,199.49,13.54,46.5,73.72,77.69,48.3,4.09,60.63,95.78,303.08,3.93,67.22,793.98,40.19,18.25
493.12,95.3,394.85,994.63,2.49,195.05,13.32,48.15,72.11,76.27,46.74,0.18,58.1,94.16,300.98,6.27,63.41,792.88,48.64,22.16
491.46,94.79,393.86,991.6,9.3,204.86,18.41,55.56,81.6,88.83,55.38,10.34,63.64,97.88,306.76,3.15,76.31,799.63,50.96,26.16
509.35,106.41,407.71,1011.24,6.49,202.18,17.56,51.93,73.52,79.22,49.98,2.58,58.32,95.08,301.22,5.15,73.11,805.25,47.33,26.99
481.72,85.28,383.36,982.04,1.59,196.18,12.87,45.37,73.45,77.57,47.83,2.81,60.83,96.79,303.43,3.06,60.63,787.49,50.26,23.06
485.29,92.2,388.26,980.49,5.4,201.19,14.66,51.09,76.95,79.62,51.32,4.24,63.47,96.76,305.15,2.66,64.78,795.48,54.12,24.33
519.88,112.41,415.95,1024.59,-1.42,192.09,11.48,46.96,78.72,86.28,54.61,9.37,62.3,97.39,304.76,2.09,80.55,808.45,37.95,21.97
499.86,100.64,398.41,1001.03,1.03,196.15,12.13,45.91,74.26,79.75,48.94,3.93,56.88,93.7,297.94,7.03,68.47,796.22,47.38,19.74
501.4,97.87,401.37,1001.11,-0.82,196.65,9.91,42.67,78.92,86.12,53.16,8.39,61.64,97.33,306.52,1.87,73.02,794.91,43.51,15.82
506.71,103.53,406.87,1006.42,0.29,192.75,10.3,43.64,69.98,74.25,44.34,-1.43,59.81,96.17,305.68,3.29,66.45,801.83,46.94,29.94
494.27,95.99,393.12,992.07,6.98,205.34,16.47,53.38,80.87,87.69,56.2,11.08,71.12,103.18,315.64,-5.46,80.62,797.62,42.08,21.53
502.77,101.13,403.29,999.49,0.1,191.12,9.15,43.7,83.4,92.31,58.46,14.82,57.6,93.6,297.85,5.47,74.27,798.37,48.89,30.32
502.14,104.14,399.48,1000.34,-0.52,191.55,10.52,43.6,75.06,78.03,49.35,5.39,56.17,90.29,292.96,8.96,68.18,795.19,46.7,28.03
499.76,99.36,399.14,999.8,6.16,200.69,15.39,50.8,69.29,71.36,43.21,-2.84,60.44,95.09,298.35,5.77,63.13,799.72,63.26,31.91
494.29,95.42,393.64,993.82,5.2,201.83,16.27,51.31,73.72,78.68,48.62,3.43,49.65,86.73,286.96,13.01,59.79,792.05,55.48,25.31
495.49,96.99,395.43,995.54,8.73,206.69,18.75,55.82,76.7,80.03,49.29,3.81,59.02,94.58,299.79,4.92,69.05,801.52,57.32,27.88
502.38,99.07,400.23,999.46,2.97,197.58,14.01,48.53,76.75,81.65,52.67,6.68,52.33,91.77,291.56,9.04,70.99,801.11,50.96,20.47
509.02,109.44,407.02,1010.89,-5.5,187.63,7.31,37.9,73.1,76.16,48.1,1.55,60.97,95.91,298.84,4.27,66.0,798.95,43.03,29.25
496.82,98.82,397.67,999.9,7.3,200.8,16.56,53.31,72.15,76.08,48.24,0.56,63.77,98.07,304.12,1.16,68.98,802.32,50.37,24.35
515.0,113.55,412.73,1016.11,9.45,203.75,19.21,56.11,77.23,83.72,50.84,6.15,65.2,98.94,308.39,1.08,81.59,810.95,41.45,28.36
497.07,99.16,398.64,998.28,-3.38,187.91,8.65,43.73,76.61,83.2,51.18,6.94,67.4,99.37,308.37,-0.53,73.45,788.15,40.9,20.38
488.06,93.35,392.05,988.74,11.48,205.53,19.77,56.11,72.66,75.61,48.2,1.5,58.05,93.31,296.89,6.63,67.9,801.62,63.54,29.54
497.65,99.96,394.98,997.06,4.97,198.57,13.41,47.11,79.52,85.43,53.68,9.12,63.25,96.02,305.83,2.16,73.7,794.02,42.15,20.29
511.78,107.48,410.7,1011.54,-4.51,189.9,7.03,40.09,76.89,85.4,53.44,8.49,63.34,96.54,301.86,3.88,75.58,798.58,38.65,26.96
493.38,94.03,394.87,990.24,0.05,193.07,11.1,43.09,80.23,86.17,55.11,9.08,62.02,95.48,299.51,4.71,71.58,791.33,42.29,22.1
506.24,105.6,403.08,1008.08,11.33,207.55,19.37,53.48,75.78,81.4,51.65,5.14,61.31,96.8,302.08,1.56,78.19,807.19,56.03,23.0
500.72,101.61,398.52,1000.38,5.25,204.37,15.96,51.25,73.84,79.05,50.1,4.03,56.13,93.09,293.49,7.95,66.52,797.38,47.54,15.99
504.75,105.25,406.43,1007.59,0.91,195.78,11.71,45.41,75.52,80.88,49.61,4.98,58.83,95.3,302.42,4.36,68.59,800.4,53.2,29.97
501.63,99.41,401.83,1002.18,6.29,202.14,15.78,53.41,74.31,78.0,48.38,2.53,59.09,94.88,301.22,6.7,68.55,803.98,49.3,15.15
501.78,100.56,402.0,1006.51,-2.39,186.94,7.17,42.66,75.21,79.34,51.46,4.1,61.73,96.15,304.47,4.38,67.51,794.35,44.73,27.65
493.76,93.61,393.35,988.34,4.07,197.98,13.89,47.8,73.65,77.71,48.12,4.45,57.33,93.19,296.44,5.6,64.13,796.21,47.1,13.46
490.94,93.8,392.55,988.24,3.64,199.6,13.58,49.88,76.43,81.96,50.6,4.34,58.92,96.61,300.83,3.88,65.97,794.52,47.99,25.07
504.0,102.34,402.6,1002.7,5.66,194.17,14.93,49.26,72.99,77.81,48.61,1.85,56.99,91.82,297.22,7.31,66.51,799.5,49.76,26.38
507.39,104.11,405.82,1008.07,4.47,204.33,14.19,47.96,75.9,79.8,48.96,4.21,54.01,92.13,293.29,7.95,69.94,804.88,59.51,37.55
482.35,89.77,382.81,980.62,-5.62,186.62,7.88,40.78,74.44,76.7,49.27,4.16,61.07,95.86,299.57,4.79,55.68,782.05,57.21,34.3
504.6,105.11,404.63,1005.65,6.75,200.97,15.12,50.97,77.19,82.26,52.78,6.75,60.04,95.92,301.17,3.75,76.13,802.91,40.12,12.04
502.55,102.61,400.66,1000.88,5.72,203.12,16.26,52.5,82.46,88.37,55.86,12.37,59.19,92.25,295.74,8.5,79.08,806.48,53.57,34.27
487.99,90.87,391.11,987.44,14.59,208.4,21.63,56.84,76.22,81.21,50.7,4.61,64.56,97.42,307.14,2.89,70.77,800.49,58.2,26.02
505.23,106.39,405.97,1010.51,3.54,199.41,14.87,51.57,73.59,77.6,48.42,2.08,59.53,94.76,299.1,5.03,69.58,802.47,44.95,20.83
499.88,99.59,396.36,996.69,-4.21,191.6,7.09,45.22,76.34,82.35,50.11,4.85,64.85,98.37,302.55,3.18,72.6,794.63,47.95,30.4
511.02,108.76,409.75,1013.57,5.63,200.12,15.3,49.27,73.95,80.24,49.8,2.31,60.52,94.21,297.28,7.24,72.28,804.2,50.13,23.56
508.14,103.03,404.19,1007.97,6.89,200.3,17.1,52.05,72.12,73.61,45.58,0.55,66.17,99.0,306.62,1.12,70.38,806.86,48.9,25.89
508.34,104.69,407.5,1007.97,5.25,199.13,15.42,51.21,74.19,78.24,49.82,2.91,66.74,100.66,310.52,-0.11,74.57,804.16,39.63,21.78
486.27,90.67,389.59,982.0,13.78,212.29,23.94,60.02,75.26,80.49,50.87,3.43,58.47,93.03,298.41,7.76,68.78,800.45,58.69,21.42
483.21,87.18,384.86,981.53,14.48,208.56,22.35,59.72,77.32,82.81,52.37,6.75,60.46,96.71,304.21,3.52,70.22,802.65,61.27,22.39
491.27,93.56,391.08,993.22,6.74,202.8,17.52,52.11,77.06,82.65,52.34,5.2,52.47,88.4,290.52,11.76,64.62,803.26,59.13,28.69
507.02,106.2,408.98,1006.91,6.14,200.75,14.77,50.11,71.42,78.19,47.84,2.11,59.2,95.26,298.66,4.98,69.74,805.98,49.26,17.47
503.58,104.66,402.45,1002.36,3.26,198.52,12.3,46.9,77.84,82.31,52.6,7.21,57.81,94.08,298.2,5.9,72.19,801.88,46.12,23.23
508.88,107.82,408.85,1013.48,3.71,200.04,14.95,48.93,76.69,79.39,51.98,3.99,53.88,90.64,293.24,9.18,70.46,802.81,54.8,35.73
488.41,90.23,389.55,987.07,5.54,199.77,15.99,52.62,73.87,79.44,48.68,3.64,57.5,92.71,297.31,7.65,59.83,793.64,53.52,16.97
509.85,104.87,408.62,1012.04,13.7,210.07,21.94,59.3,75.44,78.83,49.2,3.39,58.32,93.81,297.65,5.93,76.31,809.96,46.37,12.78
513.06,109.37,413.78,1016.91,0.47,193.13,11.44,44.89,71.47,75.47,48.08,2.58,61.76,94.91,299.58,4.97,71.7,800.46,47.67,27.85
512.56,106.38,409.16,1013.22,16.7,212.71,22.65,63.21,76.63,81.8,52.89,6.57,58.49,93.1,295.62,7.62,80.79,816.64,50.97,19.84
498.53,100.62,398.89,996.25,7.69,205.25,19.39,54.77,77.82,84.03,52.75,7.54,63.43,96.48,302.51,2.04,75.2,804.57,41.46,21.91
495.71,96.81,395.64,993.95,13.43,208.54,21.67,58.45,73.05,78.79,48.26,1.99,59.16,94.26,301.87,6.48,72.1,804.82,67.69,37.14
499.66,100.18,397.84,1000.67,12.4,208.79,20.12,57.1,80.17,86.96,55.08,9.14,62.67,97.19,303.33,3.23,77.13,805.74,49.5,23.44
482.54,87.69,383.99,979.51,0.13,193.76,10.64,44.77,76.83,81.62,52.11,6.58,62.31,96.84,303.12,3.22,64.79,784.42,55.11,28.06
489.78,93.44,393.76,987.89,5.66,202.48,16.81,51.55,67.97,71.78,43.44,-1.75,56.61,91.96,293.69,6.87,59.59,797.77,58.19,22.04
482.43,87.45,384.56,979.27,9.39,203.08,18.53,54.35,80.53,88.58,55.78,9.9,55.84,90.94,293.73,9.66,67.22,792.75,56.61,25.81
514.76,111.39,410.94,1014.92,7.53,203.38,16.5,52.26,76.0,79.54,50.79,4.23,60.2,94.62,301.04,6.19,77.71,811.8,41.76,16.67
499.96,98.53,399.08,1000.72,13.09,207.92,19.57,55.87,74.35,80.45,50.41,4.32,63.42,97.45,303.08,1.47,77.11,803.18,50.13,24.34
492.91,96.19,394.49,988.74,1.94,194.89,13.06,48.53,70.89,76.1,47.14,1.05,54.88,90.09,291.26,8.09,60.25,795.36,53.26,29.03
498.8,99.8,397.22,1001.1,-0.59,193.39,10.65,45.31,75.94,83.29,52.96,7.1,55.24,92.2,296.34,8.45,66.35,794.49,51.18,30.16
505.07,100.0,402.7,1005.0,14.27,210.22,21.76,58.86,74.52,80.83,50.46,5.13,63.76,97.36,305.41,3.57,79.71,807.74,52.14,29.17
489.5,92.08,389.24,988.58,8.6,205.17,18.56,55.27,79.91,86.37,53.87,9.45,59.25,94.34,298.69,4.69,71.98,799.86,59.87,28.25
507.34,104.52,407.3,1007.59,15.75,212.2,22.62,61.38,73.47,78.74,50.77,2.27,56.73,92.96,295.78,7.08,76.3,813.12,54.97,25.74
493.55,94.47,395.25,997.27,6.12,199.23,16.62,53.68,74.51,77.49,49.6,3.13,59.95,95.04,302.08,4.76,67.91,797.79,51.87,23.85
492.14,91.87,392.74,990.84,1.85,197.06,13.39,48.5,78.65,85.05,53.07,7.59,57.15,94.06,299.28,5.35,70.33,790.07,42.55,20.06
484.27,85.56,384.62,978.71,2.58,198.24,12.87,47.28,76.28,81.32,51.06,4.52,55.85,91.74,295.71,7.42,63.18,786.7,47.9,11.0
504.03,103.22,406.86,1003.13,19.91,219.88,26.95,64.63,78.82,83.08,52.18,6.99,56.68,92.0,296.69,8.59,80.12,815.24,58.0,30.32
499.0,96.78,400.46,1000.56,-1.9,191.71,10.73,42.91,72.09,75.39,46.12,1.5,59.07,93.87,299.66,5.26,59.02,794.19,51.11,27.09
502.52,104.21,400.51,1002.28,0.94,195.94,12.07,45.91,75.42,83.19,51.26,4.65,63.47,97.22,304.44,3.95,70.8,797.28,43.85,21.86
489.75,94.58,392.76,989.83,8.71,205.08,17.31,54.61,78.12,85.16,52.89,5.58,61.93,95.89,300.4,3.17,71.9,796.64,56.34,31.26
511.59,106.77,411.76,1016.83,-2.28,187.71,10.03,43.71,77.42,82.49,51.4,4.64,65.54,98.82,306.29,-1.2,76.5,801.87,42.86,30.84
512.42,111.73,411.54,1007.24,1.79,195.0,13.85,47.49,76.22,83.52,52.01,6.74,63.83,96.61,302.65,2.43,77.94,805.29,40.98,16.64
503.24,101.28,400.14,1002.09,-2.14,190.85,9.91,43.25,71.4,75.8,46.96,3.2,60.33,95.72,299.35,2.73,70.29,797.84,48.49,25.09
499.67,98.4,398.33,996.81,11.53,212.39,21.88,57.11,79.17,85.94,54.96,10.69,53.78,92.27,293.45,8.22,76.69,807.75,54.8,27.79
498.21,97.22,395.88,998.19,8.13,203.0,18.63,53.94,75.93,81.5,52.42,5.6,57.2,92.14,296.85,7.11,70.83,803.42,58.4,28.59
488.04,91.48,390.41,989.58,10.12,210.91,20.15,55.2,67.11,68.94,42.99,-2.71,59.89,93.68,301.14,5.59,59.42,798.09,56.48,20.39
504.82,102.48,402.89,1001.41,5.57,202.12,15.21,50.24,69.17,71.94,43.73,-1.53,54.04,89.94,291.98,9.18,63.66,802.86,53.55,11.75
508.91,105.18,406.05,1010.45,12.86,210.18,22.66,56.95,77.57,82.84,51.33,6.88,66.24,99.87,307.52,0.72,82.78,811.29,45.26,23.88
501.3,100.74,402.26,1004.32,6.09,201.97,15.6,51.81,71.44,75.5,47.95,1.43,58.73,93.63,296.98,4.69,68.26,798.86,49.62,26.27
503.26,102.11,404.45,1004.13,8.2,205.2,16.92,53.25,73.77,76.4,47.86,2.2,57.92,93.75,294.9,7.97,69.54,800.41,45.21,13.73
505.08,103.4,404.32,1001.13,4.82,200.39,13.86,49.03,74.6,79.52,49.84,4.07,62.07,97.09,303.71,2.45,69.98,806.04,46.49,17.99
493.96,93.15,394.89,991.13,3.62,194.06,13.48,44.99,73.98,79.68,50.14,1.93,60.09,95.86,300.79,4.67,66.3,790.61,48.67,23.2
496.87,95.63,398.95,996.13,-1.38,190.72,10.31,44.43,71.98,79.02,49.92,2.65,52.23,89.43,288.5,11.67,59.49,792.96,47.56,19.71
505.86,103.48,401.51,1005.89,4.59,198.65,16.26,49.91,76.0,79.99,48.42,2.17,61.35,94.95,299.28,6.62,72.1,799.58,54.63,27.7
489.98,94.4,390.95,991.05,6.54,204.59,17.91,53.11,72.71,77.23,48.52,2.44,60.77,96.46,301.23,3.67,65.54,797.06,54.58,23.06
494.97,95.51,395.97,995.07,8.82,201.37,15.46,53.91,72.21,76.03,47.14,2.83,55.33,91.01,293.68,8.84,65.76,795.08,53.11,25.08
489.6,92.25,391.95,986.54,6.17,202.04,14.94,51.07,73.59,77.68,49.49,2.79,55.73,90.73,297.53,6.64,61.35,795.21,56.19,32.11
501.46,102.18,401.42,1001.16,4.08,201.06,13.05,48.18,73.27,79.54,49.78,3.41,63.24,98.16,307.42,2.44,72.39,801.11,46.12,19.36
500.87,100.59,403.69,1004.15,-0.71,193.12,9.97,46.92,76.96,81.79,52.42,4.63,58.25,94.72,299.31,5.18,70.17,799.01,49.34,35.27
497.8,97.32,397.76,999.07,0.7,194.64,10.91,46.15,71.37,73.6,46.49,1.5,58.91,94.13,299.25,6.47,62.15,796.24,49.24,15.49
488.95,92.55,391.85,989.85,11.08,208.89,19.18,56.56,77.32,82.23,51.8,8.47,51.05,89.04,291.83,11.39,70.42,793.99,49.39,9.79
487.73,92.63,389.53,984.41,5.67,202.16,15.67,51.76,82.32,90.71,56.88,11.13,54.23,91.64,294.02,10.04,73.9,793.29,51.99,27.38
509.67,108.82,411.73,1012.63,4.51,197.45,12.36,48.06,78.04,85.48,53.44,7.72,63.27,98.32,305.35,3.53,80.08,805.63,43.09,19.28
